Field Start Position,Field End Position,Field Length,Data Type,Description,Comments,Valid Values,structural
975,978,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
979,982,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
983,986,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
987,990,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
991,1128,138,FEMALE,,,,TRUE
991,996,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
997,1036,40,LANGUAGE ARTS,,,,TRUE
997,1002,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1003,1008,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1009,1014,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1015,1020,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1021,1024,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1025,1028,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1029,1032,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1033,1036,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1037,1082,46,MATHEMATICS,,,,TRUE
1037,1042,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1043,1048,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1049,1054,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1055,1060,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1061,1066,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1067,1070,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1071,1074,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1075,1078,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1079,1082,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1083,1128,46,SCIENCE,,,,TRUE
1083,1088,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1089,1094,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1095,1100,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1101,1106,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1107,1112,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1113,1116,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1117,1120,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1121,1124,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1125,1128,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1129,1266,138,MALE,,,,TRUE
1129,1134,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1135,1174,40,LANGUAGE ARTS,,,,TRUE
1135,1140,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1141,1146,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1147,1152,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1153,1158,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1159,1162,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1163,1166,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1167,1170,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1171,1174,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1175,1220,46,MATHEMATICS,,,,TRUE
1175,1180,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1181,1186,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1187,1192,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1193,1198,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1199,1204,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1205,1208,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1209,1212,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1213,1216,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1217,1220,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1221,1266,46,SCIENCE,,,,TRUE
1221,1226,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1227,1232,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1233,1238,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1239,1244,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1245,1250,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1251,1254,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1255,1258,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1259,1262,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1263,1266,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1267,1404,138,MIGRANT,,,,TRUE
1267,1272,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1273,1312,40,LANGUAGE ARTS,,,,TRUE
1273,1278,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1279,1284,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1285,1290,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1291,1296,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1297,1300,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1301,1304,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1305,1308,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1309,1312,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1313,1358,46,MATHEMATICS,,,,TRUE
1313,1318,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1319,1324,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1325,1330,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1331,1336,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1337,1342,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1343,1346,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1347,1350,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1351,1354,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1355,1358,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1359,1404,46,SCIENCE,,,,TRUE
1359,1364,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1365,1370,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1371,1376,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1377,1382,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1383,1388,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1389,1392,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1393,1396,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1397,1400,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1401,1404,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1405,1542,138,NON-MIGRANT,,,,TRUE
1405,1410,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1411,1450,40,LANGUAGE ARTS,,,,TRUE
1411,1416,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1417,1422,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1423,1428,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1429,1434,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1435,1438,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1439,1442,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1443,1446,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1447,1450,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1451,1496,46,MATHEMATICS,,,,TRUE
1451,1456,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1457,1462,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1463,1468,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1469,1474,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1475,1480,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1481,1484,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1485,1488,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1489,1492,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1493,1496,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1497,1542,46,SCIENCE,,,,TRUE
1497,1502,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1503,1508,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1509,1514,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1515,1520,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1521,1526,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1527,1530,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1531,1534,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1535,1538,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1539,1542,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1543,1680,138,WHITE,,,,TRUE
1543,1548,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1549,1588,40,LANGUAGE ARTS,,,,TRUE
1549,1554,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1555,1560,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1561,1566,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1567,1572,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1573,1576,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1577,1580,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1581,1584,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1585,1588,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1589,1634,46,MATHEMATICS,,,,TRUE
1589,1594,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1595,1600,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1601,1606,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1607,1612,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1613,1618,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1619,1622,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1623,1626,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1627,1630,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1631,1634,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1635,1680,46,SCIENCE,,,,TRUE
1635,1640,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1641,1646,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1647,1652,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1653,1658,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1659,1664,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1665,1668,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1669,1672,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1673,1676,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1677,1680,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1681,1818,138,BLACK,,,,TRUE
1681,1686,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1687,1726,40,LANGUAGE ARTS,,,,TRUE
1687,1692,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1693,1698,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1699,1704,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1705,1710,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1711,1714,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1715,1718,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1719,1722,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1723,1726,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1727,1772,46,MATHEMATICS,,,,TRUE
1727,1732,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1733,1738,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1739,1744,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1745,1750,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1751,1756,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1757,1760,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1761,1764,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1765,1768,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1769,1772,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1773,1818,46,SCIENCE,,,,TRUE
1773,1778,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1779,1784,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1785,1790,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
